INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222020607,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E13,574,0,3/15/2022 16:39,2022,3,Tuesday,16,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222024489,3115,,INVESTIGATE PERSON,E13,574,0,4/7/2022 21:45,2022,4,Thursday,21,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222023438,801,,ASSAULT - SIMPLE,E13,574,0,4/4/2022 10:00,2022,4,Monday,10,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222007958,3502,,MISSING PERSON - LOCATED,E13, ,0,2/3/2022 13:32,2022,2,Thursday,13,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222016019,3201,,PROPERTY - LOST/ MISSING,E13,574,0,3/5/2022 12:00,2022,3,Saturday,12,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222055138,3201,,PROPERTY - LOST/ MISSING,E13,574,0,1/23/2022 13:15,2022,1,Sunday,13,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222015096,3115,,INVESTIGATE PERSON,E13, ,0,3/3/2022 17:16,2022,3,Thursday,17,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222008975,619,,LARCENY ALL OTHERS,E13,574,0,2/3/2022 12:00,2022,2,Thursday,12,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222013683,3502,,MISSING PERSON - LOCATED,E13,574,0,2/10/2022 7:00,2022,2,Thursday,7,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222002465,3502,,MISSING PERSON - LOCATED,E13,574,0,1/12/2022 18:15,2022,1,Wednesday,18,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222003374,1102,,FRAUD - FALSE PRETENSE / SCHEME,E13,574,0,1/16/2022 13:42,2022,1,Sunday,13,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222001357,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",E13,574,0,1/6/2022 9:30,2022,1,Thursday,9,,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971856767274, -71.10429431787648)"
222011317,301,,ROBBERY,E13, ,0,2/16/2022 12:34,2022,2,Wednesday,12,,ARMSTRONG ST,42.32123039,-71.10433473,"(42.32123038920258, -71.10433473361327)"
222020111,3006,,SICK/INJURED/MEDICAL - PERSON,E18, ,0,3/22/2022 18:48,2022,3,Tuesday,18,,BELNEL RD,42.26291219,-71.10440503,"(42.26291219029846, -71.10440502582024)"
222012270,3114,,INVESTIGATE PROPERTY,B2, ,0,2/19/2022 19:47,2022,2,Saturday,19,,IROQUOIS ST,42.33014678,-71.10444485,"(42.3301467820988, -71.10444485328667)"
222019018,1831,,SICK ASSIST,B2, ,0,3/18/2022 17:48,2022,3,Friday,17,,IROQUOIS ST,42.33014678,-71.10444485,"(42.3301467820988, -71.10444485328667)"
222004541,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13, ,0,1/21/2022 10:04,2022,1,Friday,10,,WALDEN ST,42.32561013,-71.10449956,"(42.32561013067911, -71.10449956363784)"
222005011,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,0,1/22/2022 21:49,2022,1,Saturday,21,,WALDEN ST,42.32561013,-71.10449956,"(42.32561013067911, -71.10449956363784)"
222012278,3801,,M/V ACCIDENT - OTHER,E18, ,0,2/19/2022 20:30,2022,2,Saturday,20,,HARVARD ST,42.28090773,-71.1045937,"(42.28090773305321, -71.1045937031643)"
222018516,3410,,TOWED MOTOR VEHICLE,E13,570,0,3/16/2022 0:00,2022,3,Wednesday,0,,WILLIAMS ST,42.30397603,-71.10476982,"(42.30397603393287, -71.10476982384588)"
222011373,3001,,DEATH INVESTIGATION,D4, ,0,2/16/2022 15:44,2022,2,Wednesday,15,,PARK DR,42.34598862,-71.1047765,"(42.34598862230432, -71.10477650186479)"
222000650,3114,,INVESTIGATE PROPERTY,E18, ,0,1/4/2022 1:03,2022,1,Tuesday,1,,RUSKINDALE RD,42.26701695,-71.10481387,"(42.267016945430086, -71.10481387314036)"
222020375,801,,ASSAULT - SIMPLE,E13,579,0,3/23/2022 18:21,2022,3,Wednesday,18,,MOZART ST,42.32238519,-71.10484583,"(42.32238518663766, -71.10484582806521)"
222011972,2905,,VAL - VIOLATION OF AUTO LAW,E13,582,0,2/18/2022 18:49,2022,2,Friday,18,,"CENTRE ST & MOZART ST
JAMAICA PLAIN  MA 02130
UNIT",42.32271701,-71.10488606,"(42.32271701081613, -71.10488605809358)"
222018453,2662,,BALLISTICS EVIDENCE/FOUND,E13, ,0,3/16/2022 17:20,2022,3,Wednesday,17,,GAY HEAD ST,42.32474095,-71.1049185,"(42.32474094981509, -71.10491849526161)"
222017765,3625,,DANGEROUS OR HAZARDOUS CONDITION,E13, ,0,3/14/2022 9:35,2022,3,Monday,9,,GREEN ST,42.30960752,-71.10499196,"(42.30960751826303, -71.10499195967677)"
222001928,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,629,0,1/9/2022 19:00,2022,1,Sunday,19,,"BEACON ST & PARK DR
BOSTON  MA 02215
UNITED STATES",42.34656203,-71.10505404,"(42.346562025935626, -71.10505403878841)"
222003680,724,,AUTO THEFT,B2, ,0,1/16/2022 16:00,2022,1,Sunday,16,,"HILLSIDE ST & SACHEM ST
ROXBURY  MA 02120
UNITED S",42.331007,-71.10514601,"(42.331007004836906, -71.10514601282385)"
222020521,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2, ,0,3/24/2022 12:23,2022,3,Thursday,12,,"BLACKFAN CIR & LONGWOOD AVE
ROXBURY  MA 02115
UNIT",42.33777903,-71.10515096,"(42.33777902548065, -71.10515096221513)"
222010505,3304,,NOISY PARTY/RADIO-NO ARREST,B2, ,0,2/13/2022 1:30,2022,2,Sunday,1,,CALUMET ST,42.33219864,-71.10518004,"(42.33219864120002, -71.1051800412914)"
222024522,3114,,INVESTIGATE PROPERTY,B2, ,0,4/7/2022 23:46,2022,4,Thursday,23,,HUNTINGTON AVE,42.33391238,-71.10524518,"(42.333912380131885, -71.10524518481205)"
222003019,1831,,SICK ASSIST,B2, ,0,1/14/2022 12:42,2022,1,Friday,12,,HUNTINGTON AVE,42.33391238,-71.10524518,"(42.333912380131885, -71.10524518481205)"
222010717,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E13, ,0,2/14/2022 4:21,2022,2,Monday,4,,ROSSMORE RD,42.30347577,-71.10531548,"(42.303475766112975, -71.1053154785915)"
222014128,3115,,INVESTIGATE PERSON,E13, ,0,2/27/2022 21:33,2022,2,Sunday,21,,DANFORTH ST,42.31755171,-71.1053453,"(42.31755171228049, -71.10534529704739)"
222022701,3805,,M/V ACCIDENT - POLICE VEHICLE,E13,583,0,4/1/2022 10:32,2022,4,Friday,10,,SCHILLER ST,42.32564286,-71.10535788,"(42.32564285901864, -71.10535788017806)"
222023819,3410,,TOWED MOTOR VEHICLE,E13, ,0,4/5/2022 14:35,2022,4,Tuesday,14,,WASHINGTON ST,42.30859903,-71.10539197,"(42.30859902916892, -71.10539197129606)"
222014617,1831,,SICK ASSIST,E13, ,0,3/1/2022 20:14,2022,3,Tuesday,20,,WASHINGTON ST,42.30859903,-71.10539197,"(42.30859902916892, -71.10539197129606)"
222008797,3501,,MISSING PERSON,E13, ,0,2/6/2022 19:32,2022,2,Sunday,19,,WASHINGTON ST,42.30859903,-71.10539197,"(42.30859902916892, -71.10539197129606)"
222009518,1831,,SICK ASSIST,E13, ,0,2/9/2022 16:50,2022,2,Wednesday,16,,WASHINGTON ST,42.30859903,-71.10539197,"(42.30859902916892, -71.10539197129606)"
222009334,801,,ASSAULT - SIMPLE,E13,573,0,2/8/2022 0:00,2022,2,Tuesday,0,,WASHINGTON ST,42.30859903,-71.10539197,"(42.30859902916892, -71.10539197129606)"
222000326,520,,BURGLARY - RESIDENTIAL,B2, ,0,1/2/2022 14:24,2022,1,Sunday,14,,CALUMET ST,42.33282637,-71.10542117,"(42.33282636792726, -71.10542116517938)"
222015499,3114,,INVESTIGATE PROPERTY,B2, ,0,3/5/2022 1:17,2022,3,Saturday,1,,CALUMET ST,42.33282637,-71.10542117,"(42.33282636792726, -71.10542116517938)"
222007947,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,1/28/2022 12:00,2022,1,Friday,12,,PILGRIM RD,42.34221544,-71.10544085,"(42.34221544471551, -71.10544084607984)"
222005894,619,,LARCENY ALL OTHERS,E13, ,0,1/25/2022 20:08,2022,1,Tuesday,20,,ROCKVALE CIR,42.30734156,-71.1054409,"(42.30734155846864, -71.10544090409144)"
222021219,3114,,INVESTIGATE PROPERTY,E13, ,0,3/26/2022 19:57,2022,3,Saturday,19,,ROCKVALE CIR,42.30734156,-71.1054409,"(42.30734155846864, -71.10544090409144)"
222001405,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,612,0,1/7/2022 0:00,2022,1,Friday,0,,FRANCIS ST,42.33457489,-71.10551207,"(42.3345748885234, -71.1055120671033)"
222000959,3001,,DEATH INVESTIGATION,E13, ,0,1/5/2022 0:00,2022,1,Wednesday,0,,GREEN ST,42.30983976,-71.10553022,"(42.30983975793069, -71.10553021973013)"
222011293,2647,,THREATS TO DO BODILY HARM,E13,578,0,2/15/2022 15:15,2022,2,Tuesday,15,,BOLSTER ST,42.32199902,-71.1056068,"(42.32199901590172, -71.10560679710368)"
222006785,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,1/30/2022 0:04,2022,1,Sunday,0,,RIVER ST,42.26352306,-71.10578562,"(42.26352305998547, -71.10578562353153)"
222020813,1402,,VANDALISM,E18, ,0,3/25/2022 10:00,2022,3,Friday,10,,RIVER ST,42.26352306,-71.10578562,"(42.26352305998547, -71.10578562353153)"
222007466,423,,ASSAULT - AGGRAVATED,D4, ,0,2/1/2022 18:30,2022,2,Tuesday,18,,COMMONWEALTH AVE,42.3498137,-71.10581404,"(42.34981370267216, -71.10581403516095)"
222018827,3301,,VERBAL DISPUTE,E13, ,0,3/18/2022 2:23,2022,3,Friday,2,,UNION AVE,42.30968109,-71.105837,"(42.30968108827738, -71.10583699834895)"
222006756,3410,,TOWED MOTOR VEHICLE,D4, ,0,1/29/2022 17:10,2022,1,Saturday,17,,BEACON ST,42.3464264,-71.10611411,"(42.346426404366845, -71.1061141068796)"
222003799,3115,,INVESTIGATE PERSON,B2, ,0,1/18/2022 12:18,2022,1,Tuesday,12,,FENWOOD RD,42.33412788,-71.10613298,"(42.334127883452425, -71.10613298099958)"
222008871,423,,ASSAULT - AGGRAVATED,B2, ,0,2/7/2022 10:25,2022,2,Monday,10,,"LONGWOOD AVE & BINNEY ST
ROXBURY  MA 02215
UNITED ",42.338252,-71.10613798,"(42.338252003499385, -71.10613797574442)"
222003277,3115,,INVESTIGATE PERSON,B3,473,0,1/15/2022 9:50,2022,1,Saturday,9,,KENNEBEC ST,42.27316021,-71.10615651,"(42.273160212837325, -71.1061565073905)"
222023274,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2, ,0,4/3/2022 15:52,2022,4,Sunday,15,,WAIT ST & HUNTINGTON AVE,42.33349399,-71.10617305,"(42.33349398710583, -71.10617304778474)"
222004753,520,,BURGLARY - RESIDENTIAL,B2, ,0,1/21/2022 9:05,2022,1,Friday,9,,WAIT ST,42.33302058,-71.1062127,"(42.333020578956784, -71.10621270062023)"
222004840,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,1/22/2022 9:36,2022,1,Saturday,9,,WAIT ST,42.33302058,-71.1062127,"(42.333020578956784, -71.10621270062023)"
222006330,1831,,SICK ASSIST,B2, ,0,1/28/2022 3:33,2022,1,Friday,3,,WAIT ST,42.33302058,-71.1062127,"(42.333020578956784, -71.10621270062023)"
222005039,3114,,INVESTIGATE PROPERTY,B2, ,0,1/23/2022 1:22,2022,1,Sunday,1,,WAIT ST,42.33302058,-71.1062127,"(42.333020578956784, -71.10621270062023)"
222008384,1831,,SICK ASSIST,B2, ,0,2/5/2022 2:15,2022,2,Saturday,2,,HILLSIDE ST,42.33129266,-71.10627705,"(42.33129265573528, -71.10627705310382)"
222012895,900,,ARSON,E13, ,0,2/22/2022 15:28,2022,2,Tuesday,15,,MINDEN ST,42.32535981,-71.10648023,"(42.32535981092538, -71.10648023031516)"
222016914,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,614,0,3/10/2022 16:20,2022,3,Thursday,16,,BROOKLINE AVE,42.33962338,-71.10649737,"(42.33962337739587, -71.10649736990382)"
222021915,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2, ,0,1/3/2022 13:20,2022,1,Monday,13,,BROOKLINE AVE,42.33962338,-71.10649737,"(42.33962337739587, -71.10649736990382)"
222015065,3006,,SICK/INJURED/MEDICAL - PERSON,E13, ,0,3/3/2022 14:29,2022,3,Thursday,14,,GARTLAND ST,42.30655082,-71.10657722,"(42.30655082170607, -71.10657721562184)"
222021118,2647,,THREATS TO DO BODILY HARM,B2, ,0,3/26/2022 13:33,2022,3,Saturday,13,,HUNTINGTON AVE,42.33332888,-71.10659534,"(42.33332887521637, -71.10659533965244)"
222002807,1402,,VANDALISM,B2, ,0,1/13/2022 21:30,2022,1,Thursday,21,,HUNTINGTON AVE,42.33332888,-71.10659534,"(42.33332887521637, -71.10659533965244)"
222009435,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2, ,0,2/9/2022 9:36,2022,2,Wednesday,9,,BINNEY ST,42.33781374,-71.10659848,"(42.337813735258614, -71.10659847896498)"
222004023,3114,,INVESTIGATE PROPERTY,E13, ,0,1/19/2022 11:33,2022,1,Wednesday,11,,SHERIDAN ST,42.3200817,-71.10663225,"(42.32008170449049, -71.10663224776593)"
222009587,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13, ,0,2/9/2022 21:15,2022,2,Wednesday,21,,"AMERICAN LEGION HWY & WALK HILL ST
MATTAPAN  MA 02",42.287651,-71.10666704,"(42.28765100374685, -71.10666703758488)"
222010042,617,,LARCENY THEFT FROM BUILDING,B2,593,0,2/11/2022 12:45,2022,2,Friday,12,,LONGWOOD AVE,42.33857,-71.10670681,"(42.33857000032452, -71.10670681008864)"
222018181,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,3/15/2022 15:47,2022,3,Tuesday,15,,LONGWOOD AVE,42.33857,-71.10670681,"(42.33857000032452, -71.10670681008864)"
222023691,3114,,INVESTIGATE PROPERTY,B2, ,0,4/5/2022 1:48,2022,4,Tuesday,1,,LONGWOOD AVE,42.33857,-71.10670681,"(42.33857000032452, -71.10670681008864)"
222020830,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,3/22/2022 8:30,2022,3,Tuesday,8,,FRANCIS ST,42.33538444,-71.10677965,"(42.33538443957382, -71.10677964872764)"
222000252,617,,LARCENY THEFT FROM BUILDING,B2, ,0,1/2/2022 6:00,2022,1,Sunday,6,,FRANCIS ST,42.33538444,-71.10677965,"(42.33538443957382, -71.10677964872764)"
222022575,3115,,INVESTIGATE PERSON,B2, ,0,3/31/2022 19:21,2022,3,Thursday,19,,FRANCIS ST,42.33538444,-71.10677965,"(42.33538443957382, -71.10677964872764)"
222004758,423,,ASSAULT - AGGRAVATED,B2,612,0,1/21/2022 21:32,2022,1,Friday,21,,FRANCIS ST,42.33538444,-71.10677965,"(42.33538443957382, -71.10677964872764)"
222011608,801,,ASSAULT - SIMPLE,E13, ,0,2/17/2022 15:53,2022,2,Thursday,15,,HEATH ST,42.32665471,-71.10679596,"(42.32665471368597, -71.10679595661857)"
222020552,619,,LARCENY ALL OTHERS,E13, ,0,3/24/2022 14:11,2022,3,Thursday,14,,"WYMAN ST & CENTRE ST
BOSTON  MA 02130
UNITED STATE",42.32253001,-71.10680006,"(42.32253001094547, -71.106800059024)"
222002359,3114,,INVESTIGATE PROPERTY,B3,473,0,1/11/2022 1:22,2022,1,Tuesday,1,,CUMMINS HWY,42.27197247,-71.10680631,"(42.27197247408874, -71.106806313969)"
222016711,3114,,INVESTIGATE PROPERTY,E18, ,0,3/9/2022 22:17,2022,3,Wednesday,22,,POYDRAS ST,42.26171349,-71.10681679,"(42.2617134887322, -71.10681678522884)"
222012222,1831,,SICK ASSIST,E13, ,0,2/19/2022 16:18,2022,2,Saturday,16,,FORBES ST,42.3211829,-71.1068278,"(42.321182902878675, -71.10682780056669)"
222021084,1402,,VANDALISM,B2, ,0,3/25/2022 22:30,2022,3,Friday,22,,"SACHEM ST & WAIT ST
ROXBURY  MA 02120
UNITED STATE",42.33088296,-71.10691002,"(42.33088295801339, -71.10691002431957)"
222007981,1402,,VANDALISM,D4, ,0,2/3/2022 13:53,2022,2,Thursday,13,,SAINT MARY'S ST,42.34821076,-71.10696156,"(42.348210757609, -71.10696155969174)"
222011733,3114,,INVESTIGATE PROPERTY,B2, ,0,2/17/2022 21:19,2022,2,Thursday,21,,FENWOOD RD,42.33468269,-71.10699046,"(42.334682686796334, -71.10699046237603)"
222016181,3114,,INVESTIGATE PROPERTY,B2, ,0,3/7/2022 19:18,2022,3,Monday,19,,FENWOOD RD,42.33468269,-71.10699046,"(42.334682686796334, -71.10699046237603)"
222000653,3115,,INVESTIGATE PERSON,B2, ,0,1/4/2022 0:00,2022,1,Tuesday,0,,FENWOOD RD,42.33468269,-71.10699046,"(42.334682686796334, -71.10699046237603)"
222011765,3114,,INVESTIGATE PROPERTY,E13, ,0,2/18/2022 2:50,2022,2,Friday,2,,"AMORY ST & GREEN ST
JAMAICA PLAIN  MA 02130
UNITED",42.31046998,-71.10700402,"(42.310469979167095, -71.10700402010588)"
222008193,3106,,PROPERTY - ACCIDENTAL DAMAGE,E13, ,0,2/4/2022 11:06,2022,2,Friday,11,,CHESTNUT SQ,42.31493572,-71.10701604,"(42.314935715456606, -71.10701603867959)"
222007209,1831,,SICK ASSIST,E18, ,0,1/31/2022 19:23,2022,1,Monday,19,,RIVER ST,42.26324519,-71.107033,"(42.263245185611844, -71.10703300323256)"
222005063,3803,,M/V ACCIDENT - PERSONAL INJURY,E18, ,0,1/23/2022 3:53,2022,1,Sunday,3,,RIVER ST,42.26324519,-71.107033,"(42.263245185611844, -71.10703300323256)"
222024229,3801,,M/V ACCIDENT - OTHER,B2, ,0,4/7/2022 0:48,2022,4,Thursday,0,,"HUNTINGTON AVE & SAINT ALBANS RD
ROXBURY  MA 02115",42.33326197,-71.107065,"(42.33326197276901, -71.10706500127624)"
220000158,3108,,FIRE REPORT,E13,569,0,1/1/2022 15:30,2022,1,Saturday,15,,ROSSMORE RD,42.30487375,-71.10721071,"(42.3048737524518, -71.10721071391492)"
222010191,3301,,VERBAL DISPUTE,B3, ,0,2/11/2022 20:01,2022,2,Friday,20,,CUMMINS HWY,42.27245651,-71.10731992,"(42.272456507370215, -71.10731991584515)"
222005866,1831,,SICK ASSIST,B3,473,0,1/26/2022 9:20,2022,1,Wednesday,9,,LIVERMORE ST,42.2741969,-71.10738225,"(42.27419690216528, -71.10738224716263)"
222020535,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B2, ,0,3/24/2022 12:46,2022,3,Thursday,12,,"BINNEY ST & SHATTUCK ST
ROXBURY  MA 02215
UNITED S",42.33702197,-71.107437,"(42.33702196571531, -71.10743700171524)"
222007086,3301,,VERBAL DISPUTE,B2,611,0,1/31/2022 13:21,2022,1,Monday,13,,MISSION PARK DR,42.33406885,-71.10748198,"(42.334068846193226, -71.10748198238643)"
222007399,3410,,TOWED MOTOR VEHICLE,E18, ,0,2/1/2022 14:09,2022,2,Tuesday,14,,WEYBOSSET ST,42.27076625,-71.10750829,"(42.270766250219914, -71.10750828647559)"
222012288,801,,ASSAULT - SIMPLE,E13, ,0,2/19/2022 19:37,2022,2,Saturday,19,,CENTRE ST,42.32246336,-71.10757917,"(42.322463355058645, -71.10757917245742)"
222017438,3202,,PROPERTY - LOST THEN LOCATED,E13, ,0,3/12/2022 15:17,2022,3,Saturday,15,,CENTRE ST,42.32246336,-71.10757917,"(42.322463355058645, -71.10757917245742)"
222007053,3114,,INVESTIGATE PROPERTY,B2, ,0,1/31/2022 11:04,2022,1,Monday,11,,HILLSIDE ST,42.33164159,-71.10760789,"(42.33164158710258, -71.10760788705863)"
222023143,3001,,DEATH INVESTIGATION,B2, ,0,4/3/2022 0:13,2022,4,Sunday,0,,HILLSIDE ST,42.33164159,-71.10760789,"(42.33164158710258, -71.10760788705863)"
222011691,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,E13, ,0,2/17/2022 19:06,2022,2,Thursday,19,,STEDMAN ST & BROOKLEY RD,42.30395603,-71.10763001,"(42.303956031280244, -71.10763000705013)"
222015631,3801,,M/V ACCIDENT - OTHER,E18, ,0,3/5/2022 15:19,2022,3,Saturday,15,,"HARVARD ST & STONECREST RD
MATTAPAN  MA 02131
UNIT",42.27785101,-71.10763605,"(42.277851013673725, -71.10763605028859)"
222016348,1831,,SICK ASSIST,B2, ,0,3/8/2022 13:57,2022,3,Tuesday,13,,FENWOOD RD,42.33511654,-71.10767674,"(42.33511654026261, -71.1076767367975)"
222018903,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,3/18/2022 10:14,2022,3,Friday,10,,BROOKLINE AVE,42.33852947,-71.10768028,"(42.338529465640136, -71.10768028339596)"
222010731,1831,,SICK ASSIST,B2, ,0,2/14/2022 8:08,2022,2,Monday,8,,BROOKLINE AVE,42.33852947,-71.10768028,"(42.338529465640136, -71.10768028339596)"
222010112,1831,,SICK ASSIST,E13, ,0,2/11/2022 15:55,2022,2,Friday,15,,FOREST HILLS AVE,42.29833262,-71.10768964,"(42.298332616931056, -71.10768963694842)"
222018434,3114,,INVESTIGATE PROPERTY,D4, ,0,3/16/2022 15:30,2022,3,Wednesday,15,,COMMONWEALTH AVE,42.35006058,-71.10772794,"(42.350060576679674, -71.10772793750898)"
222020236,3410,,TOWED MOTOR VEHICLE,E13, ,0,3/23/2022 9:42,2022,3,Wednesday,9,,CREIGHTON ST,42.32416446,-71.10782755,"(42.32416445862967, -71.10782754817427)"
222004666,3115,,INVESTIGATE PERSON,E13, ,0,1/21/2022 16:06,2022,1,Friday,16,,CREIGHTON ST,42.32416446,-71.10782755,"(42.32416445862967, -71.10782754817427)"
222014504,3114,,INVESTIGATE PROPERTY,E13, ,0,3/1/2022 12:55,2022,3,Tuesday,12,,WASHINGTON ST,42.30600097,-71.1079491,"(42.30600096719014, -71.10794910096828)"
222023342,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,4/3/2022 21:13,2022,4,Sunday,21,,VINING ST & FENWOOD RD,42.33533898,-71.10802504,"(42.33533898472062, -71.10802503593574)"
222022456,3115,,INVESTIGATE PERSON,E13, ,0,3/31/2022 12:27,2022,3,Thursday,12,,CREIGHTON ST,42.32348444,-71.10813006,"(42.32348444430579, -71.10813006277733)"
222023787,1831,,SICK ASSIST,E18, ,0,4/5/2022 13:34,2022,4,Tuesday,13,,RUSKINDALE RD,42.26889666,-71.1081375,"(42.26889666026864, -71.10813750097397)"
222003436,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E13, ,0,1/16/2022 18:03,2022,1,Sunday,18,,BOYLSTON ST,42.31791228,-71.10814896,"(42.317912284607985, -71.10814895713686)"
222010318,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2/12/2022 11:32,2022,2,Saturday,11,,CUMMINS HWY,42.27335826,-71.10818778,"(42.27335825519313, -71.10818777530628)"
222002670,3115,,INVESTIGATE PERSON,B3,473,0,1/13/2022 13:29,2022,1,Thursday,13,,CUMMINS HWY,42.27335826,-71.10818778,"(42.27335825519313, -71.10818777530628)"
222018873,2905,,VAL - VIOLATION OF AUTO LAW,E13, ,0,3/18/2022 8:48,2022,3,Friday,8,,AMORY ST,42.3087073,-71.10821451,"(42.308707300543325, -71.10821450623675)"
222022339,1831,,SICK ASSIST,E18, ,0,3/30/2022 21:45,2022,3,Wednesday,21,,AMERICAN LEGION HWY,42.28671034,-71.10822888,"(42.28671034097758, -71.10822887556456)"
222006612,3410,,TOWED MOTOR VEHICLE,E18, ,0,1/29/2022 1:54,2022,1,Saturday,1,,AMERICAN LEGION HWY,42.28671034,-71.10822888,"(42.28671034097758, -71.10822887556456)"
222011893,2647,,THREATS TO DO BODILY HARM,E18, ,0,2/18/2022 14:45,2022,2,Friday,14,,AMERICAN LEGION HWY,42.28671034,-71.10822888,"(42.28671034097758, -71.10822887556456)"
222020194,3803,,M/V ACCIDENT - PERSONAL INJURY,E18,503,0,3/23/2022 7:00,2022,3,Wednesday,7,,AMERICAN LEGION HWY,42.28671034,-71.10822888,"(42.28671034097758, -71.10822887556456)"
222011222,1831,,SICK ASSIST,E13, ,0,2/15/2022 23:17,2022,2,Tuesday,23,,TERMINE AVE,42.32098677,-71.10832831,"(42.32098676861175, -71.1083283074492)"
222017900,3803,,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,3/14/2022 16:48,2022,3,Monday,16,,HARVARD ST,42.27608689,-71.10834131,"(42.27608689065455, -71.10834131020634)"
222015133,3201,,PROPERTY - LOST/ MISSING,B3, ,0,3/3/2022 19:31,2022,3,Thursday,19,,HARVARD ST,42.27608689,-71.10834131,"(42.27608689065455, -71.10834131020634)"
222017258,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,3/11/2022 20:06,2022,3,Friday,20,,"CUMMINS HWY & LIVERMORE ST
MATTAPAN  MA 02126
UNIT",42.27354896,-71.10839005,"(42.27354896472034, -71.10839004681084)"
222011353,1831,,SICK ASSIST,B2, ,0,2/16/2022 12:45,2022,2,Wednesday,12,,MISSION PARK DR,42.33407624,-71.10842653,"(42.33407623885243, -71.10842652954574)"
222001943,724,,AUTO THEFT,A1, ,0,1/10/2022 13:23,2022,1,Monday,13,,SUDBURY ST,42.33407624,-71.10842653,"(42.33407623885243, -71.10842652954574)"
222023631,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,0,4/4/2022 20:40,2022,4,Monday,20,,"MCBRIDE ST & WASHINGTON ST
JAMAICA PLAIN  MA 02130",42.30552098,-71.10843499,"(42.30552097510049, -71.10843498820664)"
222008984,613,,LARCENY SHOPLIFTING,B2,605,0,2/7/2022 16:15,2022,2,Monday,16,,HUNTINGTON AVE,42.33326323,-71.1084841,"(42.333263230421046, -71.10848410156295)"
222005252,1402,,VANDALISM,B2,611,0,1/23/2022 21:49,2022,1,Sunday,21,,HUNTINGTON AVE,42.33326323,-71.1084841,"(42.333263230421046, -71.10848410156295)"
222022028,1831,,SICK ASSIST,B2,611,0,3/29/2022 19:25,2022,3,Tuesday,19,,HUNTINGTON AVE,42.33326323,-71.1084841,"(42.333263230421046, -71.10848410156295)"
222009629,3502,,MISSING PERSON - LOCATED,B2, ,0,2/10/2022 1:11,2022,2,Thursday,1,,HUNTINGTON AVE,42.33326323,-71.1084841,"(42.333263230421046, -71.10848410156295)"
